instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,attendingChurchNote,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,year,diocese
﻿buf.ny.0001,﻿cathedral,﻿St. Joseph's Cathedral,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8828026,-78.878283,,,,,,﻿Rt. Rev.,﻿Stephen V. Ryan,﻿D.D.,,,,,,1870,Buffalo
﻿buf.ny.0001,﻿cathedral,﻿St. Joseph's Cathedral,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8828026,-78.878283,,,,,,﻿Very Rev.,﻿Wm. Gleeson,,﻿V.G.,,,,,1870,Buffalo
﻿buf.ny.0001,﻿cathedral,﻿St. Joseph's Cathedral,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8828026,-78.878283,,,,,,﻿Rev.,﻿J. McEvoy,,﻿Chancellor,,,,,1870,Buffalo
﻿buf.ny.0001,﻿cathedral,﻿St. Joseph's Cathedral,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8828026,-78.878283,,,,,,﻿Rev.,﻿Wm. J. McNab,,,,,,,1870,Buffalo
﻿buf.ny.0001,﻿cathedral,﻿St. Joseph's Cathedral,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8828026,-78.878283,,,,,,﻿Rev.,﻿Ed. Quigley,,,,,,,1870,Buffalo
﻿buf.ny.0001,﻿cathedral,﻿St. Joseph's Cathedral,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8828026,-78.878283,,,,,,﻿Rev.,﻿Ed. Kelly,,,,,,,1870,Buffalo
﻿buf.ny.0002,﻿church,﻿St. Bridget's,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8647859,-78.86443,,,,,,﻿Rev.,﻿Martin O'Connor,,﻿Pastor,,,,,1870,Buffalo
﻿buf.ny.0002,﻿church,﻿St. Bridget's,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8647859,-78.86443,,,,,,﻿Rev.,﻿J. Lannigan,,﻿Assistant,,,,,1870,Buffalo
﻿buf.ny.0003,﻿church,﻿St. Patrick's,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿James Titta,﻿O.S.F.,﻿Superior,,,,,1870,Buffalo
﻿buf.ny.0003,﻿church,﻿St. Patrick's,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev. Father,﻿Isaiah Da Scanno,﻿O.S.F.,,,,,,1870,Buffalo
﻿buf.ny.0003,﻿church,﻿St. Patrick's,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿Gilbert Nuonno,﻿O.S.F.,,,,,,1870,Buffalo
﻿buf.ny.0004,﻿church,﻿Immaculate Conception,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿John O'Mara,,,,,,,1870,Buffalo
﻿buf.ny.0005,﻿church,﻿Holy Angels,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9034422,-78.88930340000002,,,,,,﻿Rev.,﻿A. Tortel,﻿O.M.I.,﻿Superior,,,,,1870,Buffalo
﻿buf.ny.0005,﻿church,﻿Holy Angels,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9034422,-78.88930340000002,,,,,,﻿Rev.,﻿J. Mangin,﻿O.M.I.,,,,,,1870,Buffalo
﻿buf.ny.0005,﻿church,﻿Holy Angels,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9034422,-78.88930340000002,,,,,,﻿Rev.,﻿J. McGrath,﻿O.M.I.,,,,,,1870,Buffalo
﻿buf.ny.0005,﻿church,﻿Holy Angels,English,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9034422,-78.88930340000002,,,,,,﻿Rev.,﻿E. Kavanagh,﻿O.M.I.,,,,,,1870,Buffalo
﻿buf.ny.0006,﻿church,﻿St. Louis',﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9056453,-78.825265,,,,,,﻿Rev.,﻿Jos. M. Sorg,,,,,,,1870,Buffalo
﻿buf.ny.0007,﻿church,﻿St. Boniface,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9154358,-78.7699029,,,,,,﻿Rev.,﻿Nicholas Sorg,,,,,,,1870,Buffalo
﻿buf.ny.0008,﻿church,﻿St. Mary's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9075495,-78.80701090000002,,,,,,﻿Rev.,﻿J.B. Hespelein,﻿C.SS.R.,﻿Rector,,,,,1870,Buffalo
﻿buf.ny.0009,﻿church,﻿St. Michael's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿Jos. M. Durthaller,﻿S.J.,﻿Superior,,,,,1870,Buffalo
﻿buf.ny.0009,﻿church,﻿St. Michael's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿J. Kreusch,﻿S.J.,,,,,,1870,Buffalo
﻿buf.ny.0009,﻿church,﻿St. Michael's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿F. Koekerols,﻿S.J.,,,,,,1870,Buffalo
﻿buf.ny.0009,﻿church,﻿St. Michael's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,,,,,,﻿Rev.,﻿J. Breymann,﻿S.J.,,,,,,1870,Buffalo
﻿buf.ny.0010,﻿church,﻿St. Ann's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8822131,-78.8493334,,,,,,﻿Rev.,﻿J. Blettner,﻿S.J.,,,,,,1870,Buffalo
﻿buf.ny.0010,﻿church,﻿St. Ann's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8822131,-78.8493334,,,,,,﻿Rev.,﻿H. Kamp,﻿S.J.,,,,,,1870,Buffalo
﻿buf.ny.0011,﻿church,﻿St. Peter's,﻿French,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9721211,-78.81547490000001,,,,,,﻿Rev.,﻿Jos. Zoegle,,,,,,,1870,Buffalo
﻿buf.ny.0012,﻿church,﻿St. Vincent's,﻿German,,,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9091043,-78.866851,,,,,,﻿Rev.,﻿A. Keck,,,,,,,1870,Buffalo
﻿buf.ny.0013,﻿church,﻿St. John the Baptist,English,,﻿North Buffalo,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9509105,-78.8488584,,,,,,﻿Rev.,﻿P. Mazuret,,,,,,,1870,Buffalo
﻿buf.ny.0014,﻿church,﻿St. Francis Xavier's,﻿German,,﻿North Buffalo,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.9509105,-78.8488584,,,,,,﻿Rev.,﻿H. Feldmann,,,,,,,1870,Buffalo
﻿buf.ny.0015,﻿church,﻿Holy Cross Cemetery,English,,﻿Limestone Hill,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8304119,-78.8113632,,,,,,﻿Rev.,﻿Thos. Hines,,,,,,,1870,Buffalo
﻿buf.ny.0015,﻿church,﻿Holy Cross Cemetery,English,,﻿Limestone Hill,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8304119,-78.8113632,,,,,,﻿Rev.,﻿Michael Cunningham,,﻿Assistant,,,,,1870,Buffalo
﻿buf.ny.0016,﻿chapel,﻿Chapel at the Hospital,English,,﻿Hospital,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,﻿buf.ny.0009,﻿Attended from St. Michael's,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0017,﻿chapel,﻿Chapel at St. Vincent's Asylum,English,,﻿St. Vincent's Asylum,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,﻿buf.ny.0001,﻿Attended from the Cathedral,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0018,﻿chapel,﻿Chapel at Convent of the Good Shepherd,English,,﻿Convent of the Good Shepherd,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,﻿buf.ny.0001,﻿Attended from the Cathedral,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0019,﻿chapel,﻿Chapel at St. Vincent's Foundling and Lying-in Asylum,English,,﻿St. Vincent's Foundling and Lying-in Asylum,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8859606,-78.87194563,﻿buf.ny.0004,﻿Attended from the Church of the Immaculate Conception,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0020,﻿chapel,﻿Chapel of the Deaf Mute Asylum,English,,﻿the Deaf Mute Asylum,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.89576277,-78.87497557,﻿buf.ny.0004,﻿Attended from the Church of the Immaculate Conception,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0021,﻿chapel,﻿Chapel of the Providence Lunatic Asylum,English,,﻿the Providence Lunatic Asylum,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8478381,-78.83230920000003,,,,,,﻿Rev.,﻿A. Keck,,,,,,,1870,Buffalo
﻿buf.ny.0022,﻿chapel,﻿Chapel at the Convent of the Gray Nuns,English,,﻿the Convent of the Gray Nuns,,﻿Erie County,,﻿Buffalo,﻿Buffalo,﻿NY,,42.8864468,-78.8783689,﻿buf.ny.0005,﻿Attended from the Holy Angels',,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0023,﻿church,﻿St. Teresa's,English,﻿frame church,,,﻿Erie County,,﻿Akron,﻿Akron,﻿NY,,43.0296432,-78.484574,,,,,,﻿Rev.,﻿John Donoghue,,,,,,,1870,Buffalo
﻿buf.ny.0024,﻿church,﻿Holy Name,English,﻿frame church,,,﻿Erie County,,﻿Alden,﻿Alden,﻿NY,,42.9000596,-78.4919671,,,,,,﻿Rev.,﻿J.N. Arrent,,,,,,,1870,Buffalo
﻿buf.ny.0025,﻿church,not recorded,English,,,,﻿Erie County,,﻿Angola,﻿Evans,﻿NY,,42.6383925,-79.0278156,﻿buf.ny.0064,﻿Attended from Dunkirk,﻿monthly,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0026,﻿church,not recorded,English,,,,﻿Erie County,,﻿Boston,﻿Boston,﻿NY,,42.6289049,-78.7376522,﻿buf.ny.0042,﻿Attended from Springville,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0027,﻿church,not recorded,English,,,,﻿Erie County,,﻿Crittenden,﻿Crittenden,﻿NY,,42.9461705,-78.48474509999998,﻿buf.ny.0023,﻿Attended from Akron,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0028,﻿church,﻿Immaculate Conception,﻿German,,,,﻿Erie County,,﻿East Eden,﻿East Eden,﻿NY,,42.66667,-78.82778,,,,,,﻿Rev.,﻿L. Neumeyer,,,,,,,1870,Buffalo
﻿buf.ny.0029,﻿church,﻿St. Joseph's,English,,,,﻿Erie County,,﻿Elysville,,﻿NY,,42.4645906,-78.9323517,,,,,,﻿Rev.,﻿John Sutter,﻿S.J.,,,,,,1870,Buffalo
﻿buf.ny.0030,﻿church,﻿Church of the Fourteen Holy Helpers,﻿German,﻿brick church,,,﻿Erie County,,﻿Gardenville,﻿Gardenville,﻿NY,,42.85861,-78.75471999999998,,,,,,﻿Rev.,﻿Chrysost Wagner,,,,,,,1870,Buffalo
﻿buf.ny.0031,﻿church,﻿St. Arbogaste's,English,,,,﻿Erie County,,﻿Grand Island,﻿Grand Island,﻿NY,,43.0216283,-78.9657302,﻿buf.ny.0043,﻿Attended from Tonawanda,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0032,﻿church,﻿St. Stanislaus Kotzka,English,,,,﻿Erie County,,﻿Hubock,,﻿NY,,42.8876169,-78.8398584,﻿buf.ny.0064,﻿Attended from Dunkirk,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0033,﻿church,﻿Assumption B.V.M.,﻿German,﻿brick church,,,﻿Erie County,,﻿Lancaster,﻿Lancaster,﻿NY,,42.89823610000001,-78.63419959999997,,,,,,﻿Rev.,﻿F.N. Sester,,,,,,,1870,Buffalo
﻿buf.ny.0034,﻿church,﻿St. Martin's,﻿German,﻿frame church,,,﻿Erie County,,﻿Langford,﻿Langford,﻿NY,,42.5875,-78.84222,,,,,,﻿Rev.,﻿Ch. Wensierski,,,,,,,1870,Buffalo
﻿buf.ny.0035,﻿church,﻿SS. Philip and James,English,﻿frame church,,,﻿Erie County,,﻿Marilla,﻿Marilla,﻿NY,,42.8400595,-78.5550242,﻿buf.ny.0023,﻿Attended from Akron,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0036,﻿church,﻿Immaculate Conception,﻿German,﻿frame church,,,﻿Erie County,,﻿New Oregon,﻿New Oregon,﻿NY,,42.58833,-78.79194,﻿buf.ny.0034,﻿Attended from Langford,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0037,﻿church,﻿St. John's,English,﻿stone church,,,﻿Erie County,,﻿North Bush,﻿Tonawanda,﻿NY,,42.9886849,-78.87239709999999,﻿buf.ny.0029,﻿Attended from Elysville,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0038,﻿church,not recorded,English,,,,﻿Erie County,,﻿North Evans,﻿North Evans,﻿NY,,42.6971188,-78.9413682,﻿buf.ny.0064,﻿Attended from Dunkirk,﻿monthly,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0039,﻿church,not recorded,English,,,,﻿Erie County,,﻿Sardinia,﻿Sardinia,﻿NY,,42.5411732,-78.5080766,﻿buf.ny.0042,﻿Attended from Springville,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0040,﻿church,﻿St. Mary's,English,,,,﻿Erie County,,﻿South Bush,,﻿NY,,42.9035458,-78.6755963,﻿buf.ny.0046,﻿Attended from Williamsville,,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0041,﻿church,﻿St. John's,English,﻿frame church,,,﻿Erie County,,﻿Springbrook,﻿Springbrook,﻿NY,,42.8181149,-78.6755836,﻿buf.ny.0015,"﻿Attended from Holy Cross Cemetery, Limestone Hill",,,,,,,,,,,,1870,Buffalo
﻿buf.ny.0042,﻿church,﻿St. Aloysius',English,﻿frame church,,,﻿Erie County,,﻿Springville,﻿Springville,﻿NY,,42.50995579999999,-78.66939359999998,,,,,,﻿Rev.,﻿F.S. Urich,,,,,,,1870,Buffalo
﻿buf.ny.0043,﻿church,﻿St. Francis of Assisium,﻿German,﻿stone church,,,﻿Erie County,,﻿Tonawanda,﻿Tonawanda,﻿NY,,43.0203347,-78.880315,,,,,,﻿Rev.,﻿L. Van de Poel,,,,,,,1870,Buffalo
﻿buf.ny.0044,﻿church,﻿Assumption,English,﻿brick church,,,﻿Erie County,,﻿Transit,﻿Transit,﻿NY,,42.6974933,-78.74762079999998,,,,,,﻿Rev.,﻿H. Boehmann,,,,,,,1870,Buffalo
﻿buf.ny.0045,﻿church,﻿SS. Peter and Paul,﻿German,﻿brick church,,,﻿Erie County,,﻿White's Corners,﻿White's Corners,﻿NY,,42.9082049,-78.67879690000002,,,,,,﻿Rev.,﻿Bart. Gruber,,,,,,,1870,Buffalo
﻿buf.ny.0046,﻿church,﻿SS. Peter and Paul,﻿German,﻿stone church,,,﻿Erie County,,﻿Williamsville,﻿Williamsville,﻿NY,,42.963167,-78.74893229999998,,,,,,﻿Rev.,﻿Geo. Pax,,,,,,,1870,Buffalo
